Country Name,Year,Cellphone,Internetuser,Radio,Telephone,Tv,Xlpopulation,Xlrealgdp
Canada,1989,351922.9,,27330,,16400000,27286,523177
Canada,1990,599211.5,102645.8,28461,,17000000,27701,524475
Canada,1991,800704.2,165127.8,28942,,18300000,28031,514459
Canada,1992,1060831,268662.9,29432,,18900000,28377,519148
Canada,1993,1377213,351286.8,29929,,19600000,28703,531096
Canada,1994,1924959,711883.6,30435,,20300000,29036,556209
Canada,1995,2664578,1255236,30950,,21000000,29354,571447
Canada,1996,3597843,2057209,32000,,21300000,29672,581118
Canada,1997,4399584,4641183,32300,,21500000,30008,604180
Canada,1998,5538113,7741316,32600,,21800000,30297,622880
Canada,1999,7136126,11400000,32900,,22000000,30547.4,650660
Canada,2000,8720741,13000000,,,,30817.6,675971
Central African Republic,1975,0,,70,,,2031,1609
Central African Republic,1976,0,,75,,120,2071,1679
Central African Republic,1977,0,,80,,210,2111,1816
Central African Republic,1978,0,,81,9000,300,2153,1848
Central African Republic,1979,0,,78,10000,400,2197,1745
Central African Republic,1980,0,,78,10000,410,2244,1730
Central African Republic,1981,0,,79,11000,440,2291,1757
Central African Republic,1982,0,,80,11000,470,2338,1790
Central African Republic,1983,0,,85,12000,500,2385,1681
Central African Republic,1984,0,,92,12000,1000,2451,1803
Central African Republic,1985,0,,100,12000,2320,2516,1826
Central African Republic,1986,0,,125,12000,5000,2556,1859
Central African Republic,1987,0,,141,13000,6350,2600,1812
Central African Republic,1988,0,,158,13000,8060,2653,1845
Central African Republic,1989,0,,178,5000,10240,2727,1913
Central African Republic,1990,0,,200,5000,13000,2798,1982
Central African Republic,1991,0,,208,5000,13550,2870,1970
Central African Republic,1992,0,,217,6079.2671,14130,2946,1844
Central African Republic,1993,0,,226,6746.2949,14720,3032,1850
Central African Republic,1994,0,,235,7395.7915,15350,3117,1940
Central African Republic,1995,44.38376,,245,8458.1328,16000,3183,2057
Central African Republic,1996,1105.59,206.4545,270,10017.406,17000,3243,1989
Central African Republic,1997,1418.929,517.8469,283,10164.5,18000,3308,2102
Central African Republic,1998,1692.041,1036.155,297,9908.75,19686.94,3376,2203
Chad,1975,0,,500,6000,100,4181,2301
Chad,1976,0,,542,7000,120,4278,2267
Chad,1977,0,,580,7000,140,4378,2098
Chad,1978,0,,630,6000,160,4480,2088
Chad,1979,0,,692,7000,180,4518,1640
Chad,1980,0,,750,7000,180,4507,1541
Chad,1981,0,,817,7000,190,4606,1557
Chad,1982,0,,890,8000,190,4826,1640
Chad,1983,0,,969,8000,200,5014,1897
Chad,1984,0,,1056,8000,200,5054,1937
Chad,1985,0,,1150,9000,210,5089,2361
Chad,1986,0,,1187,9000,420,5223,2264
Chad,1987,0,,1226,9000,850,5396,2208
Chad,1988,0,,1266,10000,1720,5559,2551
Chad,1989,0,,1307,4000,3470,5720,2698
Chad,1990,0,,1350,4000,7000,5889,2537
Chad,1991,0,,1391,4000,7360,6046,2801
Chad,1992,0,,1434,4000,7740,6218,2868
Chad,1993,0,,1478,5000,8140,6402,2816
Chad,1994,0,,1523,,8560,6590,2977
Chad,1995,0,,1570,,9000,6784,3004
Chad,1996,0,,1620,,9490,6977,3115
Chad,1997,0,51.99563,1670,,10000,7166,3243
Chad,1998,0,349.9053,1722,,10540,7360,3463
Chad,1999,0,1048.951,1775,,11110,7587.48,3580.4
Chad,2000,5793.067,3159.855,,,,7820.74,3456.87
Chile,1975,0,,1700,437000,700000,10252,44316
Chile,1976,0,,1800,451000,710000,10432,45881
Chile,1977,0,,2000,467000,814000,10600,50401
Chile,1978,0,,2100,514000,933000,10760,54540
Chile,1979,0,,3239,536000,1069000,10923,59060
Chile,1980,0,,3250,551000,1225000,11094,63654
Chile,1981,0,,3262,595000,1316000,11282,67192
Chile,1982,0,,3275,584000,1413000,11487,57634
Chile,1983,0,,3287,629000,1517000,11687,57245
Chile,1984,0,,3300,680000,1630000,11879,60875
Chile,1985,0,,3312,761000,1750000,12067,62366
Chile,1986,0,,4100,796000,1909000,12260,65895
Chile,1987,0,,4200,815000,2081000,12463,69674
Chile,1988,0,,4367,867000,2270000,12678,74814
Chile,1989,4853.955,,4433,,2476000,12901,82269
Chile,1990,13919.94,,4500,,2700000,13128,84038
Chile,1991,36136,,4587,,2767000,13353,90173
Chile,1992,64461.8,5001.81,4675,,2835000,13573,100092
Chile,1993,85192.19,10000.87,4765,,2905000,13788,106698
Chile,1994,115724.1,20006.29,4857,,2977000,14000,112139
Chile,1995,196415.5,49773.73,4950,,3050000,14205,122344
Chile,1996,319477,99999.55,5100,,3120000,14403,130786
Chile,1997,409740,156879.3,5180,,3150000,14597,139941
Chile,1998,964313.1,250011.8,5261,,3180000,14788,144279
Chile,1999,2260838,625033.3,5340,,3210000,14982.3,140831
Chile,2000,3401525,2537358,,,,15173.6,146098
China,1975,0,,80000,1692000,1185000,916395,800876
China,1976,0,,83000,1761000,1778000,930685,793092
China,1977,0,,86000,1834000,2669000,943455,844157
China,1978,0,,89000,1925000,4005000,956165,935884
China,1979,0,,92000,2033000,6010000,969005,1000000
China,1980,0,,95000,2141000,9020000,981235,1000000
China,1981,0,,100000,2221000,13600000,993861,1100000
China,1982,0,,104000,2342000,20400000,1000000,1200000
China,1983,0,,109000,2508000,30800000,1000000,1300000
China,1984,0,,115000,2774000,46300000,1000000,1400000
China,1985,0,,120000,3020000,69700000,1100000,1600000
China,1986,0,,151000,3504000,93800000,1100000,1700000
China,1987,693.4149,,189000,3907000,126000000,1100000,1800000
China,1988,3168.696,,237000,4727000,170000000,1100000,2000000
China,1989,9628.128,,297000,5680000,229000000,1100000,2000000
China,1990,18000.05,,373000,6850000,309000000,1100000,2100000
China,1991,46758.98,,385000,8451000,320000000,1200000,2200000
China,1992,174157.9,,394000,11288575,340000000,1200000,2400000
China,1993,628422.6,1969.977,398500,17071818,350000000,1200000,2700000
China,1994,1545994,13803.52,403000,26912222,370000000,1200000,3000000
China,1995,3548811,58674.19,408000,39806236,374000000,1200000,3200000
China,1996,6695220,156316.2,413000,53681928,394000000,1200000,3400000
China,1997,13000000,393318.6,417000,69135584,400000000,1200000,3700000
China,1998,23600000,2076983,421000,86462768,406000000,1200000,3900000
China,1999,42800000,8807945,425000,108000000,412000000,1300000,4000000
China,2000,83100000,21900000,,141000000,,1300000,4400000
Colombia,1975,0,,2808,1286000,1507500,24114,87347
Colombia,1976,0,,2850,1296000,1610000,24620,91488
Colombia,1977,0,,2900,1396000,1750000,25094,95283
Colombia,1978,0,,3000,1493000,1900000,25543,103366
Colombia,1979,0,,3100,1587000,2070000,26031,108906
Colombia,1980,0,,3300,1718000,2250000,26583,113375
Colombia,1981,0,,3400,1842000,2340000,27159,115789
Colombia,1982,0,,3600,1866000,2440000,27764,116938
Colombia,1983,0,,3700,1894000,2540000,28388,118806
Colombia,1984,0,,3800,1978000,2640000,29026,123037
Colombia,1985,0,,4000,2097000,2750000,29675,127076
Colombia,1986,0,,4300,2289000,2900000,30339,134844
Colombia,1987,0,,4600,2438000,3060000,31011,142086
Colombia,1988,0,,4900,2499000,3230000,31681,147896
Colombia,1989,0,,5200,,3410000,32341,152686
Colombia,1990,0,,5600,,3600000,32985,159042
Colombia,1991,0,,7200,,3710000,33629,161587
Colombia,1992,0,,9400,,3830000,34296,167889
Colombia,1993,0,,12100,,3950000,34979,175444
Colombia,1994,86708.67,38317.63,15600,,4070000,35679,186496
Colombia,1995,274704,68560,20200,,4200000,36397,196567
Colombia,1996,522710.6,122500,20600,,4500000,37124,200695
Colombia,1997,1264069,208000,21000,,4590000,37852,203706
Colombia,1998,1799215,433000,21400,,4680000,38581,205132
Colombia,1999,1964171,664000,21800,,4780000,39269.8,197316
Colombia,2000,2255628,878000.1,,,,39981.8,197474
Costa Rica,1975,0,,145,112000,145000,1993,8755
Costa Rica,1976,0,,150,127000,155000,2051,9231
Costa Rica,1977,0,,156,151000,160000,2112,10055
Costa Rica,1978,0,,160,185000,160500,2198,10677
Costa Rica,1979,0,,180,200000,161000,2266,11207
Costa Rica,1980,0,,190,236000,167000,2307,11290
Costa Rica,1981,0,,243,256000,173000,2366,11035
Costa Rica,1982,0,,311,283000,179000,2435,10266
Costa Rica,1983,0,,397,292000,186000,2506,10551
Costa Rica,1984,0,,508,304000,193000,2568,11379
Costa Rica,1985,0,,650,315000,200000,2640,11475
Costa Rica,1986,0,,674,344000,232000,2716,12107
Costa Rica,1987,0,,700,409000,269000,2793,12683
Costa Rica,1988,0,,726,410000,312000,2870,13114
Costa Rica,1989,0,,754,,362000,2947,13867
Costa Rica,1990,0,,782,,420000,3022,14370
Costa Rica,1991,0,,803,,433000,3098,14686
Costa Rica,1992,3217.557,38.5068,827,,447000,3172,15729
Costa Rica,1993,4749.89,2829.505,850,,461000,3246,16641
Costa Rica,1994,7175.112,9758.999,875,,475000,3319,17357
Costa Rica,1995,19313.06,14935.44,900,,490000,3391,17739
Costa Rica,1996,47968.83,30922.69,950,,510000,3463,17650
Costa Rica,1997,63630.97,59290.84,980,,525000,3534,18268
Costa Rica,1998,103446.2,95096.85,1011,,540000,3605,19272
Costa Rica,1999,131042.6,142270.2,1043,,556000,3680.2,20788.7
Costa Rica,2000,194406.6,215928.4,,,,3758.3,20809.5
Croatia,1990,239.6485,,,821782.81,1025496,4754,33139
Croatia,1991,2018.466,,1110,890981.38,1054721,4796,26147
Croatia,1992,6393.918,,1131,965781.06,1112866,4714,23080
Croatia,1993,11655.28,4474.954,1154,1052098.6,1126411,4687,21225
Croatia,1994,22458.88,12614.12,1177,1249440.9,1179755,4723,22473
Croatia,1995,34312.81,24629.72,1200,1310932.1,1222256,4701,24007
Croatia,1996,65463.24,39964.4,1500,1400153,1209613,4661,25434
Croatia,1997,119682,81470.75,1510,1478946,1212524,4665,27182
Croatia,1998,180137.8,150636,1520,1537803.4,1233821,4672,27858
Croatia,1999,291112.3,203261.1,1530,1612036.1,1263132,4677,27969.4
Croatia,2000,1026765,293155.5,,1710749.9,1302093,4706.55,28954
Cuba,1975,0,,2100,299000,600000,9290,24811
Cuba,1976,0,,2100,311000,650000,9421,25125
Cuba,1977,0,,2105,321000,655000,9538,25458
Cuba,1978,0,,2110,341000,660000,9634,25792
Cuba,1979,0,,2115,362000,680000,9710,25811
Cuba,1980,0,,2120,390000,700000,9653,25850
Cuba,1981,0,,2314,406000,860000,9712,26851
Cuba,1982,0,,2525,441000,1050000,9789,28204
Cuba,1983,0,,2756,,1290000,9886,29754
Cuba,1984,0,,3007,493000,1580000,9982,31969
Cuba,1985,0,,3282,515000,1940000,10079,33284
Cuba,1986,0,,3354,543000,1990000,10162,32538
Cuba,1987,0,,3428,564000,2040000,10240,30930
Cuba,1988,0,,3504,537000,2090000,10334,32029
Cuba,1989,0,,3581,,2150000,10439,32048
Cuba,1990,0,,3660,,2200000,10545,31087
Cuba,1991,0,,3689,,2260000,10643,27481
Cuba,1992,232.9881,,3729,,2320000,10724,24238
Cuba,1993,496.755,,3769,,2380000,10789,21039
Cuba,1994,1147.375,,3809,,2440000,10846,21039
Cuba,1995,1932.83,9.968184,3850,,2500000,10900,21417
Cuba,1996,2422.603,3493.659,3870,,2600000,10952,22981
Cuba,1997,2996.981,7507.467,3900,,2640000,11003,23555
Cuba,1998,4058.007,25012.37,3930,,2701336,11051,23909
Czech Republic,1990,0,,,1633095.8,3419797,10310,91706
Czech Republic,1991,1242.818,,,1708522.5,3502305,10309,81057
Czech Republic,1992,4650.099,,,1818285.5,3599302,10319,80640
Czech Republic,1993,14044.36,60005.81,8050,1972483.9,3900378,10329,80690
Czech Republic,1994,30417.23,129949.7,8100,2177108.5,3998453,10333,82481
Czech Republic,1995,48876.34,149927.4,8184,2442973.8,4197969,10327,87381
Czech Republic,1996,200308.1,199993.1,8261,2817118.5,4399850,10313,90725
Czech Republic,1997,526543.4,300119.4,8270,3281046.8,4601787,10298,91016
Czech Republic,1998,965476,399996.1,8279,3741492,4800000,10286,88897
Czech Republic,1999,1944553,700000,8288,3806137,5000000,10281,88719
Czech Republic,2000,4346009,1000029,,3871651,5200000,10271,90786.2
Democratic Republic of the Congo,1975,0,,1000,48000,7100,22090,15557
Democratic Republic of the Congo,1976,0,,1084,48000,7200,22785,14666
Democratic Republic of the Congo,1977,0,,1176,32000,7500,23500,14742
Democratic Republic of the Congo,1978,0,,1275,26000,7500,24350,13908
Democratic Republic of the Congo,1979,0,,1383,26000,7700,25500,13889
Democratic Republic of the Congo,1980,0,,1500,27000,8000,26380,14180
Democratic Republic of the Congo,1981,0,,1699,28000,8830,27230,14515
Democratic Republic of the Congo,1982,0,,1925,30000,9660,28120,14445
Democratic Republic of the Congo,1983,0,,2181,30000,12000,29040,14647
Democratic Republic of the Congo,1984,0,,2471,31000,12500,29990,15462
Democratic Republic of the Congo,1985,0,,2800,32000,13000,30980,15532
Democratic Republic of the Congo,1986,0,,2952,32000,16280,31500,16264
Democratic Republic of the Congo,1987,0,,3113,32000,20380,32460,16700
Democratic Republic of the Congo,1988,0,,3283,32000,25520,33460,16795
Democratic Republic of the Congo,1989,0,,3462,32000,31950,34490,16681
Democratic Republic of the Congo,1990,0,,3650,34000,40000,35560,16277
Democratic Republic of the Congo,1991,0,,3798,35000,48000,36670,14925
Democratic Republic of the Congo,1995,8300.451,,4450,35154.852,100000,41951.6,8502.413
Democratic Republic of the Congo,1996,7034.504,48.8504,4630,35172.52,120000,43211.4,8186.124
Democratic Republic of the Congo,1997,8679.167,97.51871,4817,8874.2051,144000,44249.4,7431.363
Denmark,1975,0,,3527,2295000,2110000,5060,68921
Denmark,1976,0,,3643,2505000,2191000,5073,73382
Denmark,1977,0,,3763,2718000,2276000,5088,74573
Denmark,1978,0,,3887,2907000,2364000,5104,75674
Denmark,1979,0,,4015,3114000,2455000,5117,78356
Denmark,1980,0,,4147,3283000,2550000,5123,78010
Denmark,1981,0,,4283,3453000,2575000,5122,77316
Denmark,1982,7198.593,,4424,3595000,2599000,5118,79650
Denmark,1983,16100,,4569,3676000,2624000,5114,81656
Denmark,1984,30600,,4720,3828000,2650000,5112,85241
Denmark,1985,46100,,4875,4005000,2675000,5114,88897
Denmark,1986,57559.04,,4957,4195000,2690000,5121,92135
Denmark,1987,77401.8,,5041,,2705000,5127,92406
Denmark,1988,101479,,5126,4509000,2720000,5130,93482
Denmark,1989,123743.8,,5212,4398000,2735000,5131,93728
Denmark,1990,148352.5,5004.47,5250,5000000,2750000,5138,94863
Denmark,1991,176200.5,10014.63,5280,,2810000,5150,96184
Denmark,1992,211320.9,20024.44,5309,,2857000,5166,97413
Denmark,1993,357563,29997.82,5339,,2904000,5185,98232
Denmark,1994,503500.6,70000.08,5370,,2951000,5201,103884
Denmark,1995,822285.9,200005.3,5400,,3000000,5222,107713
Denmark,1996,1319343,300626.9,6000,,3100000,5256,110778
Denmark,1997,1446447,601034.9,6020,,3121000,5280,114250
Denmark,1998,1931721,1200385,6030,,3142000,5303,117319
Denmark,1999,2631268,1627660,6040,,3163000,5320.98,119243
Denmark,2000,3369850,2093913,,,,5341.94,122928
Dominican Republic,1975,0,,186,108000,158000,5052,10659
Dominican Republic,1976,0,,190,127000,160000,5192,11377
Dominican Republic,1977,0,,210,141000,272750,5333,11930
Dominican Republic,1978,0,,212,154000,385500,5472,12207
Dominican Republic,1979,0,,215,155000,385250,5613,12733
Dominican Republic,1980,0,,220,165000,385000,5697,13511
Dominican Republic,1981,0,,273,175000,386000,5826,14069
Dominican Republic,1982,0,,338,,387000,5957,14324
Dominican Republic,1983,0,,420,,388000,6087,14959
Dominican Republic,1984,0,,520,,422230,6214,14999
Dominican Republic,1985,0,,645,,459470,6343,14620
Dominican Republic,1986,0,,800,,500000,6472,15057
Dominican Republic,1990,3116.545,,1210,,600000,6997,17503
Dominican Republic,1991,5494.738,,1242,,624000,7127,17643
Dominican Republic,1992,7024.447,,1275,,648000,7253,18772
Dominican Republic,1993,10096.06,,1309,,674000,7372,19148
Dominican Republic,1994,20401.09,,1344,605000,700000,7489,19971
Dominican Republic,1995,55230.85,1381.289,1380,581000,728000,7612,20870
Dominican Republic,1996,82649.58,6207.982,1410,622000,750000,7740,22289
Dominican Republic,1997,140955.9,11945.92,1440,704000,770000,7869,23871
Dominican Republic,1998,207190.4,19789.39,1470,772000,790000,7999,25304
Dominican Republic,1999,417640.9,94466.73,1500,827000,810000,8129.5,26807.1
Dominican Republic,2000,688875.6,155268.5,,894000,,8260.97,28514.7
Ecuador,1975,0,,256,182000,252000,7038,23772
Ecuador,1976,0,,449,202000,256000,7243,26075
Ecuador,1977,0,,642,221000,260000,7455,27731
Ecuador,1978,0,,835,240000,306660,7671,29664
Ecuador,1979,0,,1028,260000,353330,7893,31274
Ecuador,1980,0,,1221,272000,400000,8123,32706
Ecuador,1981,0,,1414,290000,425000,8361,34041
Ecuador,1982,0,,1607,312000,450000,8606,34421
Ecuador,1983,0,,1800,318000,503310,8831,33702
Ecuador,1984,0,,2097,332000,562940,9051,35081
Ecuador,1985,0,,2443,339000,600000,9269,36570
Ecuador,1986,0,,2846,352000,647770,9484,37648
Ecuador,1987,0,,2960,355000,699330,9696,35288
Ecuador,1988,0,,3079,,755010,9904,39060
Ecuador,1989,0,,3202,,815110,10110,39123
Ecuador,1990,0,,3330,,880000,10308,40267
Ecuador,1991,0,,3419,,920000,10577,42280
Ecuador,1992,0,549.2068,3511,,962000,10852,43549
Ecuador,1993,0,1795.379,3605,,1006000,11121,44507
Ecuador,1994,18849.18,3885.545,3701,,1052000,11381,46465
Ecuador,1995,54114.27,4975.567,3800,,1100000,11629,47859
Ecuador,1996,59390.63,9935.177,4000,,1500000,11869,48960
Ecuador,1997,125402.8,12887.14,4150,,1550000,12105,50869
Ecuador,1998,240059.8,14830.09,4310,,1600000,12337,51378
Ecuador,1999,377682.3,98562.35,4470,,1660000,12536.3,46363.5
Ecuador,2000,473595.3,176783.2,,,,12726.5,46428.4
Egypt,1975,0,,5120,495000,620000,36952,41441
Egypt,1976,0,,5250,504000,1000000,37737,47850
Egypt,1977,0,,5275,473000,1050000,38754,54092
Egypt,1978,0,,5280,486000,1100000,39940,58248
Egypt,1979,0,,5400,500000,1300000,41123,62846
Egypt,1980,0,,6000,534000,1400000,42441,69636
Egypt,1981,0,,6500,556000,1950000,43941,72407
Egypt,1982,0,,7000,570000,3800000,45361,80141
Egypt,1983,0,,8000,677000,3850000,46703,86307
Egypt,1984,0,,10000,800000,3855000,48088,91574
Egypt,1985,0,,12000,1155000,3860000,49514,97618
Egypt,1986,0,,12900,1394000,4170000,50974,100191
Egypt,1987,2559.238,,13800,1455000,4510000,52252,102718
Egypt,1988,2956.075,,14800,1390000,4880000,53487,107027
Egypt,1989,3554.867,,15900,1554000,5270000,54704,110239
Egypt,1990,3941.988,,17000,1602000,5700000,56106,112873
Egypt,1991,4446.164,,17500,1817000,5910000,57512,109261
Egypt,1992,4863.329,,17900,2007180,6130000,58723,112867
Egypt,1993,6815.583,594.6372,18400,2214757.3,6360000,59929,114673
Egypt,1994,7307.991,3965.774,18900,2435165.3,6600000,61150,117998
Egypt,1995,7368,20000,19400,2716213,6850000,62374,120948
Egypt,1996,7369,40000,20000,3024947,7500000,63599,126995
Egypt,1997,65451.56,60067.75,20500,3456591.8,7700000,64824,133345
Egypt,1998,91050.22,100291,21000,3983076.5,7790000,66050,140546
Egypt,1999,483596.5,201090.5,21500,4711913.5,8120000,67314.2,145058
Egypt,2000,1370631,453550.9,,5526872,,68595.2,149076
El Salvador,1975,0,,573,55000,135000,4042,10193
El Salvador,1976,0,,614,60000,170450,4143,10572
El Salvador,1977,0,,654,72000,205900,4249,11189
El Salvador,1978,0,,695,78000,241350,4361,11935
El Salvador,1979,0,,736,83000,276800,4470,11744
El Salvador,1980,0,,777,86000,282600,4527,10748
El Salvador,1981,0,,818,100000,288400,4475,9869
El Salvador,1982,0,,859,100000,294200,4434,9324
El Salvador,1983,0,,900,116000,300000,4478,9386
El Salvador,1984,0,,1099,124000,325000,4543,9595
El Salvador,1985,0,,1342,133000,350000,4617,9819
El Salvador,1986,0,,1638,129000,390000,4702,9926
El Salvador,1987,0,,2000,136000,434000,4791,10193
El Salvador,1988,0,,2039,,484000,4877,10384
El Salvador,1989,0,,2079,,539000,4959,10491
El Salvador,1990,0,,2120,,600000,5041,10805
El Salvador,1991,0,,2212,,872000,5125,11108
El Salvador,1992,0,,2304,,1269000,5211,11918
El Salvador,1993,1641.386,,2398,,1845000,5301,12681
El Salvador,1994,4877.683,,2497,,2682000,5391,13442
El Salvador,1995,13496.43,,2600,,3900000,5481,14275
El Salvador,1996,23249.93,4995.902,2670,,3910000,5571,14532
El Salvador,1997,40027.47,14949.03,2750,,4000000,5662,15143
El Salvador,1998,136727.6,24930.91,2830,,4090000,5752,15627
El Salvador,1999,508202.2,49692.29,2920,,4190000,5847.78,15961.4
El Salvador,2000,735689.3,69252.7,,,,5936.03,16009.3
Estonia,1990,0,,,319582.44,539295.4,1582,16980
Estonia,1991,568.0589,,691,330876.38,548127,1566,15280
Estonia,1992,2479.603,992.6352,700,336870.59,575728.4,1544,13118
Estonia,1993,7115.749,4432.568,709,344479.5,581158.9,1517,12010
Estonia,1994,13440.92,16588.91,720,368746,585490.8,1449,11770
Estonia,1995,29488.7,38734.67,730,398655.25,590703.7,1484,12268
Estonia,1996,66982.66,48188.97,1000,422916.97,597543.2,1469,12749
Estonia,1997,138464.9,76818.24,1010,449956.13,604943.7,1458,14098
Estonia,1998,236144.8,143428.5,1020,476645.44,611873.3,1450,14671
Estonia,1999,369187.5,190753,1030,491759.66,620082.4,1439.5,15350.3
Estonia,2000,530219.3,372635.7,,497678.84,628267,1433.21,16295.8
Ethiopia,1975,0,,1000,67000,20000,32954,13047
Ethiopia,1976,0,,1246,73000,21690,33860,13403
Ethiopia,1977,0,,1552,79000,23520,34790,13769
Ethiopia,1978,0,,1933,80000,25510,35741,13617
Ethiopia,1979,0,,2408,82000,27660,36716,14492
Ethiopia,1980,0,,3000,86000,30000,37717,15128
Ethiopia,1981,0,,3650,,35540,38740,15438
Ethiopia,1982,0,,4441,101000,42100,39776,15683
Ethiopia,1983,0,,5404,110000,49880,40859,16481
Ethiopia,1984,0,,6575,116000,59090,42040,16141
Ethiopia,1985,0,,8000,122000,70000,43350,15062
Ethiopia,1986,0,,8262,132000,85000,44769,16039
Ethiopia,1987,0,,8533,137000,102000,46280,17545
Ethiopia,1988,0,,8813,138000,123000,47868,17886
Ethiopia,1989,0,,9102,116000,149000,49510,18176
Ethiopia,1990,0,,9400,125000,180000,51180,17891
Ethiopia,1991,0,,9708,133000,192000,52954,17789
Ethiopia,1992,0,,10026,127000,205000,54790,16456
Ethiopia,1993,0,,10355,132000,219000,53276.3,18610.09
Ethiopia,1994,0,,10624,,234000,54845.3,19179.56
Ethiopia,1995,0,9.890998,10900,,250000,56460,19457.66
Ethiopia,1996,0,995.3509,11300,,300000,58136.7,20298.23
Ethiopia,1997,0,2980.149,11750,,320000,59630.8,20775.24
Ethiopia,1998,0,6162.651,12220,,349216.9,61124.9,20228.85
Ethiopia,1999,6926.164,8220.967,12700,,359667.3,62619,21545.75
Ethiopia,2000,17982.98,10127.26,,,371670.6,64113.1,23381.45
Finland,1975,0,,2300,1834000,1658000,4712,53905
Finland,1976,0,,2569,1936000,1718000,4726,53676
Finland,1977,0,,2870,2032000,1780000,4739,53808
Finland,1978,0,,3206,2127000,1844000,4753,54934
Finland,1979,0,,3581,2244000,1911000,4765,58756
Finland,1980,23482,,4000,2374000,1980000,4780,61890
Finland,1981,28278,,4154,2511000,2040000,4800,63043
Finland,1982,33880,,4313,2644000,2102000,4827,65090
Finland,1983,42226,,4479,2777000,2166000,4856,66849
Finland,1984,52010,,4651,2899000,2232000,4882,68866
Finland,1985,67639,,4830,3028000,2300000,4902,71184
Finland,1986,85300,,4857,,2333000,4918,72873
Finland,1987,105731.4,,4884,,2367000,4932,75861
Finland,1988,138076.3,,4911,,2401000,4946,79581
Finland,1989,189572.5,,4938,,2435000,4964,84092
Finland,1990,257252.9,19951.98,4965,,2470000,4986,84103
Finland,1991,318185.1,69791.21,4997,,2505000,5014,78841
Finland,1992,385028.3,94755.69,5035,,2541000,5042,76222
Finland,1993,488018,129692.8,5073,,2576000,5066,75347
Finland,1994,674240.1,249509.7,5100,,2600000,5089,78327
Finland,1995,1025276,700537,6800,,2800000,5108,81311
Finland,1996,1499867,858776.8,7100,,3100000,5125,84571
Finland,1997,2159633,998608.9,7700,,3200000,5140,89892
Finland,1998,2842124,1309222,8400,,3345456,5153,94421
Finland,1999,3273377,1666972,9100,,3319944,5164.99,97924
Finland,2000,3725744,1925511,,,3577234,5171.98,103349
France,1975,0,,25000,13833000,14200000,52699,699106
France,1976,0,,27500,15554000,14500000,52909,729326
France,1977,0,,30100,17519000,15000000,53145,756545
France,1978,0,,33100,19870000,15000000,53376,777544
France,1979,0,,36300,22212000,17300000,53606,802491
France,1980,0,,39900,24686000,17600000,53880,813763
France,1981,0,,41400,26940000,18100000,54182,822116
France,1982,0,,43000,29374000,18500000,54492,842787
France,1983,0,,44600,31220000,19000000,54772,852644
France,1984,0,,46300,32693000,20200000,55026,865172
France,1985,0,,48000,33993000,21500000,55284,877305
France,1986,9030.059,,48500,,21800000,55547,898129
France,1987,39097.65,,48900,,22000000,55824,920822
France,1988,97921.98,,49400,,22300000,56118,961287
France,1989,178441.1,,49800,,22500000,56423,1000000
France,1990,283324.8,30013.23,50370,,22800000,56735,1000000
France,1991,375013.2,80002.1,50692,,24700000,57055,1000000
France,1992,436715.3,160006.4,51016,,26800000,57374,1100000
France,1993,572029.9,340014.8,51342,,29100000,57654,1000000
France,1994,883030.6,520019.9,51670,,31600000,57900,1100000
France,1995,1302496,950000.1,52000,,34300000,58138,1100000
France,1996,2462700,1504000,55000,,34500000,58372,1100000
France,1997,5817400,2485043,55300,,34800000,58604,1100000
France,1998,11200000,3704000,55600,,36000000,58805,1200000
France,1999,21400000,5369725,55800,,36500000,59028.1,1200000
France,2000,29100000,8460000,,,37000000,59302.4,1200000
Gabon,1975,0,,92,11000,8000,640,6090
Gabon,1976,0,,93,12000,8500,676,8487
Gabon,1977,0,,95,13000,8750,709,6732
Gabon,1978,0,,96,13000,9000,760,4883
Gabon,1979,0,,100,13000,11200,786,4814
Gabon,1980,0,,105,14000,13400,808,4837
Gabon,1981,0,,110,15000,15600,854,4780
Gabon,1982,0,,115,17000,17800,904,4685
Gabon,1983,0,,120,18000,20000,947,4756
Gabon,1984,0,,126,18000,21000,984,4946
Gabon,1985,0,,132,19000,22000,1015,4846
Gabon,1986,0,,138,19000,25000,1037,4603
Gabon,1987,0,,144,19000,29000,1050,4005
Gabon,1988,0,,151,20000,33000,1059,4086
Gabon,1989,0,,158,19000,38000,1068,4261
Gabon,1990,0,,165,21000,43000,1078,4500
Gabon,1991,0,,171,26000,44000,1090,4775
Gabon,1992,287.0997,,176,28330.59,46000,1106,4617
Gabon,1993,1236.679,,182,30745.914,48000,1123,4728
Gabon,1994,2663.984,,189,32407.502,49000,1139,4888
Gabon,1995,4127.587,,195,33020.695,51000,1156,5231
Gabon,1996,7009.612,0,201,36078.887,60000,1173,5497
Gabon,1997,9775.483,565.7364,208,38333.273,65000,1190,5789
Gabon,1998,9968.123,2057.326,215,39792.289,66000,1208,5901
Gabon,1999,9137.565,3082.269,223,39031.207,69000,1237.83,5866.77
Gabon,2000,123132.1,15391.52,,39991.266,,1265.69,5809.28
Gambia,1975,0,,60,1470,,581,598
Gambia,1976,0,,61,1601.5496,,599,668
Gambia,1977,0,,63,1701.5723,,618,701
Gambia,1978,0,,63,1802.8636,,637,665
Gambia,1979,0,,64,1982.4994,,656,773
Gambia,1980,0,,65,2150,,676,697
Gambia,1981,0,,66,2301.5037,,696,691
